product_id,reviewer_id,review_title,star_rating,review_date,review_text
B000FQ9R4E,AEPBFFXQLA7WSXCHQLOSKQBG5ZIQ,Five Stars,5,26-Jul-16,"Love it, pure fun action packed mayhem, but there is a plethora of randomness that can be frustrating.."
B000FQ9R4E,AGRM4EW26E4DJY64VP3YY6JMHVNQ,Smash Hit for Ninetndo,5,6-Aug-16,"My grown children love this game. They play it for hours. They have the original game too, but it won't play on the new system."
B000FQ9R4E,AEUS54F2DX5Z3G5RW3YPXVB6GBSA,Did not play,1,14-Aug-16,I bought this game and it does not play. I was very disappointed since it was a birthday gift.
B000FQ9R4E,AEUS54F2DX5Z3G5RW3YPXVB6GBSA,Did not play,1,14-Aug-16,I bought this game and it does not play. I was very disappointed since it was a birthday gift.
B000FQ9R4E,AGH3V3TS34GRYNVNG7TYO7Q7AYEQ,DO NOT BUY WASTE OF MONEY BRAND NEW GAME DOESNT WORK,1,16-Aug-16,"This game never worked, as soon as i took it out of the package and put it in the Wii it said it couldn't read the disk, waste of money. I am extremely disappointed if i could go lower than one star i would. DO NOT BUY, it was brand new still in the packaging and it didnt work this company is a bunch of crooks. They should have returned my money by now but they never did."
B000FQ9R4E,AGSTAHH5KHR2DZNAYOSEW3LYW7RQ,Two Stars,2,24-Aug-16,Disk was not in good condition. Constantly glitches and says it cannot be read by the wii.
B000FQ9R4E,AGSTAHH5KHR2DZNAYOSEW3LYW7RQ,Two Stars,2,24-Aug-16,Disk was not in good condition. Constantly glitches and says it cannot be read by the wii.
B000FQ9R4E,AFZZIXJYL4WPSBCFVEIXCS4V4JRA,Husband loves it.,5,30-Aug-16,"Nostalgia for my husband. He won't stop playing! Graphics are a little old, but apparently that's because it's an old game."
B000FQ9R4E,AGUC4GQ6VJKUB7NWY43BB5XK3YQQ,Must have game!,5,4-Sep-16,One of the all-time classic wii games! My son loves this game.
B000FQ9R4E,AFRRW64HJU76CIONZJ4LLSIX46XQ,counterfeit really???,1,8-Sep-16,"Counterfeit game... no game manual. Noticed something hinky when I first saw the case, dismissed it till I opened the box. Game disk is missing the features that prove its legitimacy.."
B000FQ9R4E,AG6X7DD3TRJBLMQAOWY4IYAZLM4A,great game for the full family,5,15-Sep-16,i have always loved the Smash Bros. series for many reasons glad i was able to buy this item. came in great condition and came well before the estimated date. buy this!!!
B000FQ9R4E,AEYOHAONACNLII3C5DAVY5S5VVXQ,Really enjoy the game,5,15-Sep-16,"Really enjoy the game. It isn't as much like the original as I had hoped it would be, but that's on me."
B000FQ9R4E,AF7ENMHDIMTDSSSF6EBTVAH7TD2A,very annoying.,1,18-Sep-16,"The game freezes up every time in the fifth or sixth round,very annoying."
B000FQ9R4E,AEQ7MAOO7AAHT7KB2XCFJJ4K6GKQ,This game is a blast to play with friends or ...,5,19-Sep-16,"This game is a blast to play with friends or with your kids.  Simple yet engaging, if you haven't played a Smash Bros game by now, you're seriously missing out!"
B000FQ9R4E,AEHLGOMQK5ATGDK54K5FBYVXD6UQ,WE love this game but bought THREE and none of them ...,1,21-Sep-16,WE love this game but bought THREE and none of them worked on our Wii! Had to send all three back. This is a known issue.
B000FQ9R4E,AGJXBTGGPHVVT6O2ECND2M6FLQHQ,One Star,1,5-Oct-16,Don't order takes up to 1 month to arrive and is scratched. DO NOT BUY
B000FQ9R4E,AF7X2ZS74HV3PBGCZ65YSO73WJSQ,One Star,1,11-Oct-16,The disk does not work and is terribly scratched. Not happy.
B000FQ9R4E,AE2IDTXU2BFH6FRZ4566I5TGEULA,My kids and their friends love this game,5,14-Oct-16,The kids play this lots.  You'll get your money's worth out of this game.
B000FQ9R4E,AH2VZ4KNT3YCD2COV6TBLU35RT7Q,Five Stars,5,4-Nov-16,Me and my brothers enjoyed it. Especially leveling up your favorite character with stickers 🙌
B000FQ9R4E,AGQEQT647PQZS6Q47DK52N7GGEEA,You should play this game,5,8-Nov-16,"This game is great. I played it and beat it. It adds a nice touch to the traditional Smash Bro's theme. Although I will say, that Link's jumping ability is worse in this game comparatively. I was able to get this for cheaper than at Walmart so that was great. You should play this game."
B000FQ9R4E,AFVCOBOH4H7GCBEFZ6TGZFQPHBFQ,The game of all games.,5,28-Dec-16,"This game is hilarious. It is a fighting game, either between players or against the computer. The characters are ALL the characters - there are Mario characters, Zelda, Pokemon, Donkey Kong, and many more I don't even know, all who battle each other. The characters retain some of their original moves and skills, but also pick up bonus items from ALL the games. For example, Princess Peach always carries a mushroom with her but also can pick up and use a Pokeball or a light saber. It is really funny and full of endless matches to keep your kids or the kid in you entertained for ages. The supplier promptly delivered the product as expected."
B000FQ9R4E,AG476REA56JKFHB5C32MMZA2QG4A,Five Stars,5,2-Jan-17,This item was ordered for my grandson who had been wanting it for some time and he loves it.
B000FQ9R4E,AE7KZZ7TAQJCRN2CFH46V6MEACZA,Paid too much,4,20-Jan-17,It's a great game but I paid way too much for a game this old.
B000FQ9R4E,AEEOBZOS4KYC6QIBRRANCLO4UZRQ,Doesn't work with Wii U....??,1,22-Jan-17,"Is this game not compatible with the Wii U?? It's not working with our system, which is why I bought it..."
B000FQ9R4E,AERNARG3NZXFQXRAQCIWREIQQUOA,"Misleading, not what I ordered",1,26-Jan-17,Ordered a new copy of super smash bros and what I received was a used-acceptable copy of the game without the original case. Two thumbs down.
B000FQ9R4E,AE4DT2SKF3ASJK52H2ZWXBBPTVTQ,Fun for Kids,3,30-Jan-17,"My 3 and 6 year old kids enjoy it (I guess that's what matters!).  Personally, it's not as fun as I had expected for ""older"" kids."
B000FQ9R4E,AGMW4HYCXKARJI3WA5WUOA23IMHQ,Ridiculously fun!,5,7-Feb-17,"Ridiculously fun!I don't know what's going on sometimes, but overall a blast. :] Fun fun fun..."
B000FQ9R4E,AHJRVIQZPAFTSVF7IJLG6CF52Z5A,Got to have it if you own a Wii !!!!,5,10-Feb-17,The feeling I had as a kid came back to me when I played this game!  Absolutely awesome.  I played the originals but you can't get any better with same gameplay and updated graphics with added content can ya?!
B000FQ9R4E,AE4MTXQ2FEFLFRB4YCUZ7YFLDT3Q,unsatisfactory product.  We are upset.,1,27-Feb-17,"I ordered this for my Grandson.  He used it for about 2 weeks (or less) & it quit working.  His Sister did a search & learned that other people have had the same experience.  This was a gift.  He is very upset.  I do not know how to navigate the Amazon system to report this & find out if there is compensation.  Will someone please notice, & help.  Thank You."
B000FQ9R4E,AFSNLQ53PC5BROGURYGZ6YT7MOCQ,Great game,5,9-Mar-17,I started playing this and it was amazing. I love games. I can't wait to play it with my family and friends. Great game. Thanks.
B000FQ9R4E,AG5ENZQZBIT3TLSJTTM2POW6SAAQ,Enjoyable,5,12-Mar-17,This was a gift for someone else and they enjoyed it very much.
B000FQ9R4E,AHT5ZNNQ3SEWT5KEMQZVOZNU3FUQ,One Star,1,15-Mar-17,"Wouldn't work with my version of Wii, only got 11$ back out of $28!!"
B000FQ9R4E,AE77DSP666N3CGRHVFUWYAT2QUEQ,Didn't work,2,23-Mar-17,"This is a really good game, However the copy I was sent doesn't work on the Wii U we have, while other backward compatable games seem to work fine this one doesn't even read."
B000FQ9R4E,AHP37HGPEJBOX3UVY6ZBBEFUZNMQ,I bought Super Smashbros and when i was so excited to go ...,1,28-Mar-17,I bought Super Smashbros and when i was so excited to go and play i open the case and BAM wii sports was in there.. you should've just stole my cat... I wish I could give 0 stars - I mean how disappointing and what a waste of money
B000FQ9R4E,AEZOMCK6AFWBNX5RUW6OOBQB5FVQ,Five Stars,5,19-Apr-17,Game came very quickly and packaging was great.  Grandson loves this game.  You have a very happy customer
B000FQ9R4E,AH5X4IRC6GQWV5Z6IFXFY6PKMSJA,The graphics are great. My grandson loved it,3,21-Apr-17,The graphics are great.  My grandson loved it.  Unfortunately the game stopped after a short time playing and the screen said to eject game and refer to manual. Nothing in manual.  Will return for an exchange and try again.
B000FQ9R4E,AFSD4A66MJSKSBZS2ITR7BW7HUEA,Great Game!,5,23-Apr-17,"My kids and I absolutely love this game. I wish it came out on the Wii-U. The Wii-U game ""Super Smash Brother Brawl"" wasn't nearly as good as this one, mainly because of the multiplayer adventure ""campaign"".I have recommended this game to many friends."
B000FQ9R4E,AHQJLLYLLOHPCPRU6VKQ2K2GPL3Q,Brings back memories from meele,5,7-May-17,How could u not love this game.... great and thats all I need to say. . . . . .
B000FQ9R4E,AFRUG336AY3CXGZI24SGOLYX2XXA,Fun for Everyone,5,10-May-17,Our son requested this game for his 11th birthday and the whole family (ages 7 - 47) enjoys playing it!
B000FQ9R4E,AG2J4QK7QTLUKOUGBRWK62XIQ2TQ,great amounts of rage induced,5,12-May-17,"Endless hours of entertainment with friends, great amounts of rage induced."
B000FQ9R4E,AFBYJHYR6YYF5OIITXKFMKHZEKXQ,Can't play the game for more than 5 minutes before ...,1,25-Jun-17,Can't play the game for more than 5 minutes before the disc becomes unreadable. Don't plan on buying from warehouse deals ever again.
B000FQ9R4E,AF6VO5MYQ6ABTE2EC73WMQT76HMA,Amazing !,5,23-Jul-17,"This is a great game ! Can't say it's better than Melee because I grew up with Melee, but this one takes the cake. I'll continue playing this hoping for more to come that I'll enjoy 👍🏼"
B000FQ9R4E,AF323KNVZZ3U6GXXOS4S6WPMQFJQ,Brand new item does not work,1,25-Jul-17,"Bought for my son's bday, Wii could not read disk. This is a very common problem from other reviewers I can't tell you how heartbroken my son was on his birthday when he couldn't play this brand new game"
B000FQ9R4E,AE3J32IDKWXDW3WV52W2L2XRBBWQ,Awesome for a 5 year old!,5,28-Jul-17,"Oh my gosh!!! Such a fun game, my 4-5 year old LOVES THIS, can't get enough of it.  And he's getting better, great for all ages"
B000FQ9R4E,AGGXHOWCVTIJRTHBAC4HXCOVRRYQ,Can't tell it's used,5,15-Aug-17,"The used package came as it said it would, everything was included and the game works!"
B000FQ9R4E,AFUHKBR7N67DUIHPHUDM5PPQAWGQ,Love it,4,17-Aug-17,"Great game for get togethers, whether it isfamily, friends, or a party. I recommend it. Shipping wasn't that great, but you get what you paid for."
B000FQ9R4E,AGK6COZGEG4SWXX5PIN44KRJH3PQ,AWESOME,5,18-Sep-17,Worked great! I annihilated my little brother in it :) Let him know who is the alpha sibling is.
B000FQ9R4E,AFSBCS3XAAXAHEBEGBDVKMD3DD3A,Four Stars,4,23-Sep-17,You gotta have friends to play this with you to get the satisfaction you are looking for
B000FQ9R4E,AHW7WETUTOAU46FTMTGN6KV5BFQQ,Gave me the wrong region game and I can’t play it,1,11-Nov-17,Very upset with the fact they sent me a game that can only be played in Malaysia. I don’t know why they would send someone who lives in america different region game that makes it so where I can’t play it.
B000FQ9R4E,AHUVL34HX66L4M3IEBG76QFWKT3A,10/10 Recommend,5,20-Nov-17,Such a classic! Fun for all ages! And really brings the family together for some good times!
B000FQ9R4E,AHUHINMQ7TMGY6IRKIRDHWSFB7YA,Christmas present,5,4-Dec-17,Christmas present for my daughter she's going to freak she wanted this game for a while now
B000FQ9R4E,AH7TIKQFOROXAU3653G6YDJIBKHQ,BEST GAME EVER,5,4-Jan-18,BEST GAME EVER! The adventure mode and massive list of characters makes me like this version slightly more than the wiiU/3ds version.
B000FQ9R4E,AF4QMG6ORQZFTJNTAAFLNRLFXQMA,The only video game I (an adult) like to play!,5,5-Jan-18,I have never been much into video games but this one is really fun! My kid likes it too
B000FQ9R4E,AEUZ5VDCFPEAIWMPJJHVUXWLTHJA,Game DID NOT WORK!!!!,1,7-Jan-18,"Purchased for my stepson for Christmas and was happy with the seeming condition when received, but was very disappointed when he tried to play and the game did not work. It would not load at all and the Wii did not recognize the disc. Imagine a 7 year old being SO excited to get this game from Santa only to have it not work. There should be a money back guarantee if the game is faulty."
B000FQ9R4E,AGJPHRDRABCKDHOHRYQA573EDGUA,Perfect for our kids,5,29-Jan-18,Absolute winner with the kids.. my 6 year old loves beating his 4 year old sister in it.. also brings back memories playing melee for N64
B000FQ9R4E,AF33HDTEOKCASIQHQNTVIAQZI2TA,BEWARE,3,6-Feb-18,"If your Nintendo Wii is too old to read this idiotic “dual layer coating” on the brawl disc and brawl disc ONLY, you will NOT be able to play the game. Only time Nintendo has ever slipped up big time and won’t even do repairs on my wii any more. Customer support told me I simply cannot play their game any more?? smh otherwise enjoy if your wii is fairly new"
B000FQ9R4E,AF3JGOEVM3QEEPE3BYAVJ4LROJ3Q,kids wont stop playing it,5,6-Feb-18,The only bad thing is my kids wont stop playing this game.  fun game though.
B000FQ9R4E,AFTWQ7ZO6LBY7BW3DXI2I6DSSGXQ,He loves being Bowser and this is the perfect game for him all the characters he loves is ...,5,9-Feb-18,My son can't stop playing it. He loves being Bowser and this is the perfect game for him all the characters he loves is in this game.
B000FQ9R4E,AGOZLOEGZZ5NBJD7NIIZJCYE3IUQ,Nintendo: Basic but Still the Best,5,10-Feb-18,Love the game. Really nostalgic for me since growing up I had a Nintendo 64. Now my little brother really enjoys it. sometimes the most simple of formulas for a game is all a child needs. He prefers this game over the XBOX and all the games he has on that. It is a great gift idea for someone who has a young child who does not really understand the concept of the biggest and newest game system. Him and I love this game and we are about 15 years apart. It bridges the gap a bit and we both can play this game and have a lot of fun.
B000FQ9R4E,AEO4ZHEHDNQYEPGG5HEPUECOL72A,No booklet,3,16-Feb-18,It didn’t come with a manual. It didn’t say anything about not having the book when I ordered it. Otherwise I am sure the game is fine.
B000FQ9R4E,AGSZRXEXIKOUPOOTUEHVDUDJETIA,Made me the Super Fifi!,5,16-Feb-18,My little grandson could hardly speak he was so excited about getting this game. Made me the Super Fifi!!!! YAY!
B000FQ9R4E,AHDFV3DX6TKC73BG65PQ2W43UKSQ,Crap! Look elsewhere,1,12-Mar-18,"Purchased for a gift and when we finally went to play it, it wouldn't advance past the load screen. Crap! Look elsewhere."
B000FQ9R4E,AFGQQIJYLXL2LNYODGAECFYHET2A,I just didn’t think a Mario game would be like that. Don’t let the Mario brand fool you ...,2,18-Mar-18,"My son likes this, but I find it too violent. One of the characters is a little boy that keeps saying “I can murder” ok, I guess that’s why it’s a teen rating. I just didn’t think a Mario game would be like that. Don’t let the Mario brand fool you like it did me. This is def a teen game."
B000FQ9R4E,AGIJCFQEV5KNQMD5AER4DY2BGWPA,Five Stars,5,20-Mar-18,My son loved this as a Christmas present and continues to play it.
B000FQ9R4E,AFYUX3OM2FDYVTEEMO2GNBLBRDLA,Game doesn’t work,1,30-Mar-18,Game doesn’t work... says disk can’t be readLook pic attached
B000FQ9R4E,AFLIWTXSSZ6PWQRDUP4DJYPFOGDQ,Decent fighting game,4,9-May-18,My son had wanted this game for some time.  After we got it he played it once then lost interest.  I have to admit I was expecting a little more from this game but overall it did seem like a decent fighting game.  There are lots of different characters from other popular games to choose from and the game play seemed straight forward.
B000FQ9R4E,AFG5EJTPRPMU52E2LMXZJJHKE47A,which your wii has to be in very good shape to read,3,9-May-18,"Only gave it 3 stars because the game wont work on my wii, apparently its a dual layered disc, which your wii has to be in very good shape to read, I dont hold the game or vendor at fault as I could've done more homework, but yeah I cant really rate it."
B000FQ9R4E,AHLOEUYFJDQVEJ3NBRFULKGZDPKQ,One Star,1,9-May-18,Has frequent issues reading the disc. My console has no issues reading any other discs.
B000FQ9R4E,AEXFEQ7QOP6EHDEZ3K6NN27MQ7KA,"Must have for the wii, Wow my kids love this game, 5 and 7.",5,23-May-18,"Wow my kids love this game, 5 and 7.  I tried it too and it is so fun.Also you can still get the extra characters by playing battle mode and not having to go through the single player story which is good for me.  I can let them play while i cook or work and dont have to come over every 10 minutes to help them beat the bosses on single player.  I do that when they go to sleep :)Must have for the wii"
B000FQ9R4E,AG6PQSUDTPN6EETEZJ2GH3NYEOLQ,Glitch in the game - stopped working.,1,29-May-18,"The game is good, but there is something wrong with it. We played to the ruins and can't get through the door. It has a bug or glitch. My son is devastated."
B000FQ9R4E,AFXO2YYTHTW6UCLZ52WO6GJUSGAQ,SSBB is a great game for Nintendo fans,5,29-May-18,SSBB is a great game for Nintendo fans. Got this after our last game got messed up and no problems thus far.
B000FQ9R4E,AGFPQDXNJQJ3UTBZGM2RYTDJQFRQ,Wrong region,1,12-Jun-18,"I received a Malaysia region disc, so I knew it wouldn't work at all. But also the fact that I had 2 other copies of this game from eBay thay ended up not reading, and I thought it was the discs but it was really my Wii Lens."
B000FQ9R4E,AE64PQVXLH4WCPSPPR3C3J5WQKTA,Unplayable Discs,1,23-Jun-18,"Product does not work. When starting game, causes system to freeze and disc is unreadable."
B000FQ9R4E,AE64PQVXLH4WCPSPPR3C3J5WQKTA,Unplayable Discs,1,23-Jun-18,"Product does not work. When starting game, causes system to freeze and disc is unreadable."
B000FQ9R4E,AEF2QUOV64FP5VBL2HN72AOCKN4A,Great game,5,1-Jul-18,"So Love playing this with my daughters who are 7,8, and 14. They absolutely love it."
B000FQ9R4E,AEAUJO2NS7K72VDUWKBH6DSVBXHQ,Very impressed.,5,2-Jul-18,"Classic game that I loved when I was in high school, and it arrived in great shape, with the original instruction booklet and everything. Very impressed."
B000FQ9R4E,AETXY6TC3HYFPBGA3SRKFECFSYYQ,So much fun,5,4-Jul-18,Love the Subspace Emissary mode. You can play solo or local co-op. Playing with others is where this game really shines. To this day you can still play with people around the world online via the Wiimmfi servers after the Nintendo WFC shutdown in 2014. You used to need a modded Wii to do that. But not anymore. A quick Google search will show that in 2018 there are very simple ways to start playing games like Super Smash Bros Brawl online again. This game definitely still worth buying for that reason.
B000FQ9R4E,AFHEXEUJ3R6Q5OK6IJMW4E34H6IA,Waste of money.,1,16-Jul-18,Sent me a Saudi version of the game (brawl) dosent work on my US Wii.
B000FQ9R4E,AGEN7WD4GCLHHMKLIDOLHUZI4FOQ,Glitchy game,1,14-Aug-18,"Not sure if this was a fake, but the game keeps crashing. I have purchased other WII games before and they worked perfectly."
B000FQ9R4E,AFA5LKJ4LAQKJYNBZHVONV5O6JHA,I would recommend avoiding this seller,1,1-Sep-18,"First of all, shipping was terrible. I would gladly pay more for expedited, but they only offered one option. Irrelevant anyway, because the disc did not work at all. Absolute waste of time and money."
B000FQ9R4E,AET6AZPMLWEDUGP5L2ZZ7RAXOLIA,Disc came completely scratched up and destroyed,1,18-Sep-18,It's beat all to hell and covered in scratches. I can't believe they would sell a disc this scratched up.
B002I092MM,AEEQCALIM7PMAD6GIBPEHYQOO7SQ,So excited to receive it he played all levels and ...,5,22-Jan-16,So excited to receive it he played all levels and is going back to collect more token and look for extra things the second time a round.
B002I092MM,AFPBG4VCS73GIKP2GVCXI47GJIVQ,Very cool videogame that will keep kids entertained,5,26-Jan-16,"Very cool videogame that will keep kids entertained.  The 3D effect is pretty awesome and eyecatching.  Sharp colors, great animation, and brings me back to my childhood when I played Super Mario on the NES Nintendo."
B002I092MM,AFQY3LE722HMMEX5PDKTYQZNO3HA,"It's very different, but fun",4,11-Feb-16,"An experience very different from both new Super Mario Bros and Super Mario Galaxy, but an interesting mix of the two."
B002I092MM,AF7LU4ZTDLQYGHE24F5EIVYALYMQ,Super Mario 3D Land,5,16-Feb-16,My seven year old loves to play with this. Would highly recommend.
B002I092MM,AGAARD4LHBSWKO46QUZMDEUGQVZA,Five Stars,5,29-Feb-16,"first half of the game is drab, but secret worlds are inventive and challenging"
B002I092MM,AHOR2BNO7BC46EK7Y5FTNVDYBRPA,Great game My daughter loves it,5,27-Mar-16,"Great game  My daughter loves it, and so do I.  And Im over 50."
B002I092MM,AF4RWPZQ76HFQFHPE2IRLJDWDDTQ,"It's worth playing, but I probably wouldn't buy it.",3,28-Mar-16,"The game is ok. It has a lot of throw backs to old super Mario games, and it was cool to see those in a 3D environment, but the levels are short, easy, and don't have a whole lot of exploration to do.It's worth playing, but I probably wouldn't buy it."
B002I092MM,AHDDR6CK34WXCZZHXYRB6Q4FHY3Q,Fun,5,31-Mar-16,"Love this game, was a quick easy game to beat though. Have replayed it a couple times."
B002I092MM,AHDDR6CK34WXCZZHXYRB6Q4FHY3Q,Fun,5,31-Mar-16,"Love this game, was a quick easy game to beat though. Have replayed it a couple times."
B002I092MM,AFOG2YKI7EZZTJBFXFFILD6RYGTA,Really fun little game,5,7-Apr-16,Really fun little game. My kids enjoy it and so do I. If your a Mario fan this is a no-brainer.
B002I092MM,AGXGROSKVP3PVAUNKNCEM4SYXDGQ,Not my cup of tea.,3,25-Apr-16,"I enjoy side strollers like new Super Mario Bros. This tries to be a side scroller while throwing 3d movement in there just to use the 3ds 3d feature. Not a fan. Instead of a sidescroller with cool 3d movement, it feels like a 3d game with terrible restrictions and small levels."
